"","Gene_name","LFC_HA_AA","FDR_HA_AA"
"RPS8P8","RPS8P8",NA,NA
"RPS8P9","RPS8P9",NA,NA
"RPS9","RPS9",NA,NA
"RPS9P2","RPS9P2",NA,NA
"RPS9P3","RPS9P3",NA,NA
"RPS9P4","RPS9P4",NA,NA
"RPSA","RPSA",NA,NA
"RPSAP1","RPSAP1",NA,NA
"RPSAP10","RPSAP10",NA,NA
"RPSAP11","RPSAP11",NA,NA
"RPSAP12","RPSAP12",NA,NA
"RPSAP13","RPSAP13",NA,NA
"RPSAP14","RPSAP14",NA,NA
"RPSAP15","RPSAP15",NA,NA
"RPSAP16","RPSAP16",NA,NA
"RPSAP17","RPSAP17",NA,NA
"RPSAP18","RPSAP18",NA,NA
"RPSAP19","RPSAP19",NA,NA
"RPSAP2","RPSAP2",NA,NA
"RPSAP20","RPSAP20",NA,NA
"RPSAP21","RPSAP21",NA,NA
"RPSAP22","RPSAP22",NA,NA
"RPSAP23","RPSAP23",NA,NA
"RPSAP24","RPSAP24",NA,NA
"RPSAP25","RPSAP25",NA,NA
"RPSAP27","RPSAP27",NA,NA
"RPSAP28","RPSAP28",NA,NA
"RPSAP29","RPSAP29",NA,NA
"RPSAP3","RPSAP3",NA,NA
"RPSAP31","RPSAP31",NA,NA
"RPSAP32","RPSAP32",NA,NA
"RPSAP33","RPSAP33",NA,NA
"RPSAP34","RPSAP34",NA,NA
"RPSAP35","RPSAP35",NA,NA
"RPSAP36","RPSAP36",NA,NA
"RPSAP38","RPSAP38",NA,NA
"RPSAP39","RPSAP39",NA,NA
"RPSAP4","RPSAP4",NA,NA
"RPSAP40","RPSAP40",NA,NA
"RPSAP42","RPSAP42",NA,NA
"RPSAP43","RPSAP43",NA,NA
"RPSAP44","RPSAP44",NA,NA
"RPSAP45","RPSAP45",NA,NA
"RPSAP46","RPSAP46",NA,NA
"RPSAP47","RPSAP47",NA,NA
"RPSAP48","RPSAP48",NA,NA
"RPSAP49","RPSAP49",NA,NA
"RPSAP5","RPSAP5",NA,NA
"RPSAP51","RPSAP51",NA,NA
"RPSAP52","RPSAP52",NA,NA
"RPSAP53","RPSAP53",NA,NA
"RPSAP54","RPSAP54",NA,NA
"RPSAP55","RPSAP55",NA,NA
"RPSAP57","RPSAP57",NA,NA
"RPSAP59","RPSAP59",NA,NA
"RPSAP6","RPSAP6",NA,NA
"RPSAP60","RPSAP60",NA,NA
"RPSAP61","RPSAP61",NA,NA
"RPSAP62","RPSAP62",NA,NA
"RPSAP63","RPSAP63",NA,NA
"RPSAP64","RPSAP64",NA,NA
"RPSAP65","RPSAP65",NA,NA
"RPSAP69","RPSAP69",NA,NA
"RPSAP7","RPSAP7",NA,NA
"RPSAP70","RPSAP70",NA,NA
"RPSAP71","RPSAP71",NA,NA
"RPSAP72","RPSAP72",NA,NA
"RPSAP73","RPSAP73",NA,NA
"RPSAP74","RPSAP74",NA,NA
"RPSAP8","RPSAP8",NA,NA
"RPTN","RPTN",NA,NA
"RPTOR","RPTOR",NA,NA
"RPUSD1","RPUSD1",NA,NA
"RPUSD2","RPUSD2",NA,NA
"RPUSD3","RPUSD3",NA,NA
"RPUSD4","RPUSD4",NA,NA
"RRAD","RRAD",NA,NA
"RRAGA","RRAGA",NA,NA
"RRAGAP1","RRAGAP1",NA,NA
"RRAGB","RRAGB",NA,NA
"RRAGC","RRAGC",NA,NA
"RRAGD","RRAGD",NA,NA
"RRAS","RRAS",NA,NA
"RRAS2","RRAS2",NA,NA
"RRBP1","RRBP1",NA,NA
"RRBP1P1","RRBP1P1",NA,NA
"RREB1","RREB1",NA,NA
"RRH","RRH",NA,NA
"RRM1","RRM1",NA,NA
"RRM2","RRM2",NA,NA
"RRM2B","RRM2B",NA,NA
"RRM2P2","RRM2P2",NA,NA
"RRM2P4","RRM2P4",NA,NA
"RRN3","RRN3",NA,NA
"RRN3P2","RRN3P2",NA,NA
"RRN3P4","RRN3P4",NA,NA
"RRP1","RRP1",NA,NA
"RRP12","RRP12",NA,NA
"RRP15","RRP15",NA,NA
"RRP1B","RRP1B",NA,NA
"RRP36","RRP36",NA,NA
"RRP7A","RRP7A",NA,NA
"RRP7BP","RRP7BP",NA,NA
"RRP8","RRP8",NA,NA
"RRP9","RRP9",NA,NA
"RRS1","RRS1",NA,NA
"RRS1-DT","RRS1-DT",NA,NA
"RS1","RS1",NA,NA
"RSAD1","RSAD1",NA,NA
"RSAD2","RSAD2",NA,NA
"RSBN1","RSBN1",NA,NA
"RSBN1L","RSBN1L",NA,NA
"RSC1A1","RSC1A1",NA,NA
"RSF1","RSF1",NA,NA
"RSKR","RSKR",NA,NA
"RSL1D1","RSL1D1",NA,NA
"RSL1D1-DT","RSL1D1-DT",NA,NA
"RSL24D1","RSL24D1",NA,NA
"RSL24D1P3","RSL24D1P3",NA,NA
"RSPH1","RSPH1",NA,NA
"RSPH1-DT","RSPH1-DT",NA,NA
"RSPH10B","RSPH10B",NA,NA
"RSPH10B2","RSPH10B2",NA,NA
"RSPH14","RSPH14",NA,NA
"RSPH3","RSPH3",NA,NA
"RSPH4A","RSPH4A",NA,NA
"RSPH6A","RSPH6A",NA,NA
"RSPH9","RSPH9",NA,NA
"RSPO1","RSPO1",NA,NA
"RSPO2","RSPO2",NA,NA
"RSPO3","RSPO3",NA,NA
"RSPO4","RSPO4",NA,NA
"RSPRY1","RSPRY1",NA,NA
"RSRC1","RSRC1",NA,NA
"RSRC2","RSRC2",NA,NA
"RSRP1","RSRP1",NA,NA
"RSU1","RSU1",NA,NA
"RSU1P3","RSU1P3",NA,NA
"RTBDN","RTBDN",NA,NA
"RTCA","RTCA",NA,NA
"RTCB","RTCB",NA,NA
"RTEL1","RTEL1",NA,NA
"RTEL1-TNFRSF6B","RTEL1-TNFRSF6B",NA,NA
"RTEL1P1","RTEL1P1",NA,NA
"RTF1","RTF1",NA,NA
"RTF2","RTF2",NA,NA
"RTKN","RTKN",NA,NA
"RTKN2","RTKN2",NA,NA
"RTL1","RTL1",NA,NA
"RTL10","RTL10",NA,NA
"RTL3","RTL3",NA,NA
"RTL4","RTL4",NA,NA
"RTL5","RTL5",NA,NA
"RTL6","RTL6",NA,NA
"RTL8A","RTL8A",NA,NA
"RTL8B","RTL8B",NA,NA
"RTL8C","RTL8C",NA,NA
"RTL9","RTL9",NA,NA
"RTN1","RTN1",NA,NA
"RTN2","RTN2",NA,NA
"RTN3","RTN3",NA,NA
"RTN4","RTN4",NA,NA
"RTN4IP1","RTN4IP1",NA,NA
"RTN4R","RTN4R",NA,NA
"RTN4RL1","RTN4RL1",NA,NA
"RTN4RL2","RTN4RL2",NA,NA
"RTP1","RTP1",NA,NA
"RTP2","RTP2",NA,NA
"RTP3","RTP3",NA,NA
"RTP4","RTP4",NA,NA
"RTP5","RTP5",NA,NA
"RTRAF","RTRAF",NA,NA
"RTTN","RTTN",NA,NA
"RUBCN","RUBCN",NA,NA
"RUBCNL","RUBCNL",NA,NA
"RUFY1","RUFY1",NA,NA
"RUFY1-AS1","RUFY1-AS1",NA,NA
"RUFY2","RUFY2",NA,NA
"RUFY3","RUFY3",NA,NA
"RUFY4","RUFY4",NA,NA
"RUNDC1","RUNDC1",NA,NA
"RUNDC3A","RUNDC3A",NA,NA
"RUNDC3B","RUNDC3B",NA,NA
"RUNX1","RUNX1",NA,NA
"RUNX1T1","RUNX1T1",NA,NA
"RUNX2","RUNX2",NA,NA
"RUNX3","RUNX3",NA,NA
"RUSC1","RUSC1",NA,NA
"RUSC1-AS1","RUSC1-AS1",NA,NA
"RUSC2","RUSC2",NA,NA
"RUSF1","RUSF1",NA,NA
"RUVBL1","RUVBL1",NA,NA
"RUVBL1-AS1","RUVBL1-AS1",NA,NA
"RUVBL2","RUVBL2",NA,NA
"RUVBL2P1","RUVBL2P1",NA,NA
"RWDD1","RWDD1",NA,NA
"RWDD2A","RWDD2A",NA,NA
"RWDD2B","RWDD2B",NA,NA
"RWDD3","RWDD3",NA,NA
"RWDD3-DT","RWDD3-DT",NA,NA
"RWDD4","RWDD4",NA,NA
"RXFP1","RXFP1",NA,NA
"RXFP2","RXFP2",NA,NA
"RXFP3","RXFP3",NA,NA
"RXFP4","RXFP4",NA,NA
"RXRA","RXRA",NA,NA
"RXRB","RXRB",NA,NA
"RXRG","RXRG",NA,NA
"RXYLT1","RXYLT1",NA,NA
"RXYLT1-AS1","RXYLT1-AS1",NA,NA
"RYBP","RYBP",NA,NA
"RYK","RYK",NA,NA
"RYR1","RYR1",NA,NA
"RYR2","RYR2",NA,NA
"RYR3","RYR3",NA,NA
"RYR3-DT","RYR3-DT",NA,NA
"S100A1","S100A1",NA,NA
"S100A10","S100A10",NA,NA
"S100A11","S100A11",NA,NA
"S100A11P5","S100A11P5",NA,NA
"S100A11P9","S100A11P9",NA,NA
"S100A12","S100A12",NA,NA
"S100A13","S100A13",NA,NA
"S100A14","S100A14",NA,NA
"S100A15A","S100A15A",NA,NA
"S100A16","S100A16",NA,NA
"S100A2","S100A2",NA,NA
"S100A3","S100A3",NA,NA
"S100A4","S100A4",NA,NA
"S100A5","S100A5",NA,NA
"S100A6","S100A6",NA,NA
"S100A7","S100A7",NA,NA
"S100A7A","S100A7A",NA,NA
"S100A7P1","S100A7P1",NA,NA
"S100A8","S100A8",NA,NA
"S100A9","S100A9",NA,NA
"S100B","S100B",NA,NA
"S100G","S100G",NA,NA
"S100P","S100P",NA,NA
"S100PBP","S100PBP",NA,NA
"S100Z","S100Z",NA,NA
"S1PR1","S1PR1",NA,NA
"S1PR2","S1PR2",NA,NA
"S1PR3","S1PR3",NA,NA
"S1PR4","S1PR4",NA,NA
"S1PR5","S1PR5",NA,NA
"SAA1","SAA1",NA,NA
"SAA2","SAA2",NA,NA
"SAA2-SAA4","SAA2-SAA4",NA,NA
"SAA3P","SAA3P",NA,NA
"SAA4","SAA4",NA,NA
"SAAL1","SAAL1",NA,NA
"SAC3D1","SAC3D1",NA,NA
"SACM1L","SACM1L",NA,NA
"SACS","SACS",NA,NA
"SACS-AS1","SACS-AS1",NA,NA
"SAE1","SAE1",NA,NA
"SAFB","SAFB",NA,NA
"SAFB2","SAFB2",NA,NA
"SAG","SAG",NA,NA
"SAGE1","SAGE1",NA,NA
"SALL1","SALL1",NA,NA
"SALL2","SALL2",NA,NA
"SALL3","SALL3",NA,NA
"SALL4","SALL4",NA,NA
"SALL4P1","SALL4P1",NA,NA
"SALL4P3","SALL4P3",NA,NA
"SALL4P4","SALL4P4",NA,NA
"SALL4P5","SALL4P5",NA,NA
"SALRNA2","SALRNA2",NA,NA
"SALRNA3","SALRNA3",NA,NA
"SAMD1","SAMD1",NA,NA
"SAMD10","SAMD10",NA,NA
"SAMD11","SAMD11",NA,NA
"SAMD11P1","SAMD11P1",NA,NA
"SAMD12","SAMD12",NA,NA
"SAMD13","SAMD13",NA,NA
"SAMD14","SAMD14",NA,NA
"SAMD15","SAMD15",NA,NA
"SAMD3","SAMD3",NA,NA
"SAMD4A","SAMD4A",NA,NA
"SAMD4B","SAMD4B",NA,NA
"SAMD5","SAMD5",NA,NA
"SAMD7","SAMD7",NA,NA
"SAMD8","SAMD8",NA,NA
"SAMD9","SAMD9",NA,NA
"SAMD9L","SAMD9L",NA,NA
"SAMHD1","SAMHD1",NA,NA
"SAMM50","SAMM50",NA,NA
"SAMM50P1","SAMM50P1",NA,NA
"SAMMSON","SAMMSON",NA,NA
"SAMSN1","SAMSN1",NA,NA
"SAMSN1-AS1","SAMSN1-AS1",NA,NA
"SANBR","SANBR",NA,NA
"SAP130","SAP130",NA,NA
"SAP18","SAP18",NA,NA
"SAP18P1","SAP18P1",NA,NA
"SAP18P3","SAP18P3",NA,NA
"SAP25","SAP25",NA,NA
"SAP30","SAP30",NA,NA
"SAP30-DT","SAP30-DT",NA,NA
"SAP30BP","SAP30BP",NA,NA
"SAP30L","SAP30L",NA,NA
"SAP30L-AS1","SAP30L-AS1",NA,NA
"SAPCD1","SAPCD1",NA,NA
"SAPCD2","SAPCD2",NA,NA
"SAPCD2P2","SAPCD2P2",NA,NA
"SAPCD2P4","SAPCD2P4",NA,NA
"SAR1A","SAR1A",NA,NA
"SAR1B","SAR1B",NA,NA
"SARAF","SARAF",NA,NA
"SARDH","SARDH",NA,NA
"SARM1","SARM1",NA,NA
"SARNP","SARNP",NA,NA
"SARS1","SARS1",NA,NA
"SARS2","SARS2",NA,NA
"SART1","SART1",NA,NA
"SART3","SART3",NA,NA
"SASH1","SASH1",NA,NA
"SASH3","SASH3",NA,NA
"SASS6","SASS6",NA,NA
"SAT1","SAT1",NA,NA
"SAT2","SAT2",NA,NA
"SATB1","SATB1",NA,NA
"SATB2","SATB2",NA,NA
"SATB2-AS1","SATB2-AS1",NA,NA
"SATL1","SATL1",NA,NA
"SAV1","SAV1",NA,NA
"SAXO1","SAXO1",NA,NA
"SAXO2","SAXO2",NA,NA
"SAYSD1","SAYSD1",NA,NA
"SBDS","SBDS",NA,NA
"SBDSP1","SBDSP1",NA,NA
"SBF1","SBF1",NA,NA
"SBF1P1","SBF1P1",NA,NA
"SBF1P2","SBF1P2",NA,NA
"SBF2","SBF2",NA,NA
"SBF2-AS1","SBF2-AS1",NA,NA
"SBK1","SBK1",NA,NA
"SBK2","SBK2",NA,NA
"SBK3","SBK3",NA,NA
"SBNO1","SBNO1",NA,NA
"SBNO2","SBNO2",NA,NA
"SBSN","SBSN",NA,NA
"SBSPON","SBSPON",NA,NA
"SC5D","SC5D",NA,NA
"SCAANT1","SCAANT1",NA,NA
"SCAF1","SCAF1",NA,NA
"SCAF11","SCAF11",NA,NA
"SCAF4","SCAF4",NA,NA
"SCAF8","SCAF8",NA,NA
"SCAI","SCAI",NA,NA
"SCAMP1","SCAMP1",NA,NA
"SCAMP1-AS1","SCAMP1-AS1",NA,NA
"SCAMP2","SCAMP2",NA,NA
"SCAMP3","SCAMP3",NA,NA
"SCAMP4","SCAMP4",NA,NA
"SCAMP5","SCAMP5",NA,NA
"SCAND1","SCAND1",NA,NA
"SCAP","SCAP",NA,NA
"SCAPER","SCAPER",NA,NA
"SCARA3","SCARA3",NA,NA
"SCARA5","SCARA5",NA,NA
"SCARB1","SCARB1",NA,NA
"SCARB2","SCARB2",NA,NA
"SCARF1","SCARF1",NA,NA
"SCARF2","SCARF2",NA,NA
"SCARNA1","SCARNA1",NA,NA
"SCARNA10","SCARNA10",NA,NA
"SCARNA11","SCARNA11",NA,NA
"SCARNA12","SCARNA12",NA,NA
"SCARNA13","SCARNA13",NA,NA
"SCARNA14","SCARNA14",NA,NA
"SCARNA15","SCARNA15",NA,NA
"SCARNA16","SCARNA16",NA,NA
"SCARNA17","SCARNA17",NA,NA
"SCARNA18","SCARNA18",NA,NA
"SCARNA18B","SCARNA18B",NA,NA
"SCARNA2","SCARNA2",NA,NA
"SCARNA20","SCARNA20",NA,NA
"SCARNA21","SCARNA21",NA,NA
"SCARNA21B","SCARNA21B",NA,NA
"SCARNA22","SCARNA22",NA,NA
"SCARNA23","SCARNA23",NA,NA
"SCARNA3","SCARNA3",NA,NA
"SCARNA4","SCARNA4",NA,NA
"SCARNA5","SCARNA5",NA,NA
"SCARNA6","SCARNA6",NA,NA
"SCARNA7","SCARNA7",NA,NA
"SCARNA8","SCARNA8",NA,NA
"SCARNA9","SCARNA9",NA,NA
"SCART1","SCART1",NA,NA
"SCAT1","SCAT1",NA,NA
"SCAT2","SCAT2",NA,NA
"SCAT8","SCAT8",NA,NA
"SCCPDH","SCCPDH",NA,NA
"SCD","SCD",NA,NA
"SCD5","SCD5",NA,NA
"SCEL","SCEL",NA,NA
"SCEL-AS1","SCEL-AS1",NA,NA
"SCFD1","SCFD1",NA,NA
"SCFD2","SCFD2",NA,NA
"SCG2","SCG2",NA,NA
"SCG3","SCG3",NA,NA
"SCG5","SCG5",NA,NA
"SCG5-AS1","SCG5-AS1",NA,NA
"SCGB1A1","SCGB1A1",NA,NA
"SCGB1C1","SCGB1C1",NA,NA
"SCGB1C2","SCGB1C2",NA,NA
"SCGB1D1","SCGB1D1",NA,NA
"SCGB1D2","SCGB1D2",NA,NA
"SCGB1D4","SCGB1D4",NA,NA
"SCGB1D5P","SCGB1D5P",NA,NA
"SCGB2A1","SCGB2A1",NA,NA
"SCGB2A2","SCGB2A2",NA,NA
"SCGB2B2","SCGB2B2",NA,NA
"SCGB3A1","SCGB3A1",NA,NA
"SCGB3A2","SCGB3A2",NA,NA
"SCGN","SCGN",NA,NA
"SCHIP1","SCHIP1",NA,NA
"SCHLAP1","SCHLAP1",NA,NA
"SCIMP","SCIMP",NA,NA
"SCIN","SCIN",NA,NA
"SCIRT","SCIRT",NA,NA
"SCLT1","SCLT1",NA,NA
"SCLY","SCLY",NA,NA
"SCMH1","SCMH1",NA,NA
"SCMH1-DT","SCMH1-DT",NA,NA
"SCML1","SCML1",NA,NA
"SCML2","SCML2",NA,NA
"SCML2P1","SCML2P1",NA,NA
"SCML4","SCML4",NA,NA
"SCN10A","SCN10A",NA,NA
"SCN11A","SCN11A",NA,NA
"SCN1A","SCN1A",NA,NA
"SCN1A-AS1","SCN1A-AS1",NA,NA
"SCN1B","SCN1B",NA,NA
"SCN2A","SCN2A",NA,NA
"SCN2B","SCN2B",NA,NA
"SCN3A","SCN3A",NA,NA
"SCN3B","SCN3B",NA,NA
"SCN4A","SCN4A",NA,NA
"SCN4B","SCN4B",NA,NA
"SCN5A","SCN5A",0.836960078563414,0.0350752926049548
"SCN7A","SCN7A",NA,NA
"SCN8A","SCN8A",NA,NA
"SCN9A","SCN9A",NA,NA
"SCNM1","SCNM1",NA,NA
"SCNN1A","SCNN1A",NA,NA
"SCNN1B","SCNN1B",NA,NA
"SCNN1D","SCNN1D",NA,NA
"SCNN1G","SCNN1G",NA,NA
"SCO1","SCO1",NA,NA
"SCOC","SCOC",NA,NA
"SCOC-AS1","SCOC-AS1",NA,NA
"SCP2","SCP2",NA,NA
"SCP2D1","SCP2D1",NA,NA
"SCPEP1","SCPEP1",NA,NA
"SCRG1","SCRG1",NA,NA
"SCRIB","SCRIB",NA,NA
"SCRN1","SCRN1",NA,NA
"SCRN2","SCRN2",NA,NA
"SCRN3","SCRN3",NA,NA
"SCRT1","SCRT1",NA,NA
"SCRT2","SCRT2",NA,NA
"SCT","SCT",NA,NA
"SCTR","SCTR",NA,NA
"SCTR-AS1","SCTR-AS1",NA,NA
"SCUBE1","SCUBE1",NA,NA
"SCUBE1-AS1","SCUBE1-AS1",NA,NA
"SCUBE1-AS2","SCUBE1-AS2",NA,NA
"SCUBE2","SCUBE2",NA,NA
"SCUBE3","SCUBE3",NA,NA
"SCX","SCX",NA,NA
"SCYL1","SCYL1",NA,NA
"SCYL2","SCYL2",NA,NA
"SCYL2P1","SCYL2P1",NA,NA
"SCYL3","SCYL3",NA,NA
"SDAD1","SDAD1",NA,NA
"SDAD1-AS1","SDAD1-AS1",NA,NA
"SDAD1P1","SDAD1P1",NA,NA
"SDAD1P3","SDAD1P3",NA,NA
"SDAD1P4","SDAD1P4",NA,NA
"SDC1","SDC1",NA,NA
"SDC2","SDC2",NA,NA
"SDC3","SDC3",NA,NA
"SDC4","SDC4",NA,NA
"SDCBP","SDCBP",NA,NA
"SDCBP2","SDCBP2",NA,NA
"SDCBP2-AS1","SDCBP2-AS1",NA,NA
"SDCBP2P1","SDCBP2P1",NA,NA
"SDCBPP1","SDCBPP1",NA,NA
"SDCBPP3","SDCBPP3",NA,NA
"SDCCAG8","SDCCAG8",NA,NA
"SDE2","SDE2",NA,NA
"SDF2","SDF2",NA,NA
"SDF2L1","SDF2L1",NA,NA
"SDF4","SDF4",NA,NA
"SDHA","SDHA",NA,NA
"SDHAF1","SDHAF1",NA,NA
"SDHAF2","SDHAF2",NA,NA
"SDHAF3","SDHAF3",NA,NA
"SDHAF4","SDHAF4",NA,NA
"SDHAP1","SDHAP1",NA,NA
"SDHAP2","SDHAP2",NA,NA
"SDHAP4","SDHAP4",NA,NA
"SDHB","SDHB",NA,NA
"SDHC","SDHC",NA,NA
"SDHD","SDHD",NA,NA
"SDK1","SDK1",NA,NA
"SDK2","SDK2",NA,NA
"SDR16C5","SDR16C5",NA,NA
"SDR16C6P","SDR16C6P",NA,NA
"SDR39U1","SDR39U1",NA,NA
"SDR42E1","SDR42E1",NA,NA
"SDR42E1P2","SDR42E1P2",NA,NA
"SDR42E1P3","SDR42E1P3",NA,NA
"SDR42E1P4","SDR42E1P4",NA,NA
"SDR42E1P5","SDR42E1P5",NA,NA
"SDR42E2","SDR42E2",NA,NA
"SDR9C7","SDR9C7",NA,NA
"SDS","SDS",NA,NA
"SDSL","SDSL",NA,NA
"SEBOX","SEBOX",NA,NA
"SEC11A","SEC11A",NA,NA
"SEC11C","SEC11C",NA,NA
"SEC13","SEC13",NA,NA
"SEC14L1","SEC14L1",NA,NA
"SEC14L1P1","SEC14L1P1",NA,NA
"SEC14L2","SEC14L2",NA,NA
"SEC14L3","SEC14L3",NA,NA
"SEC14L4","SEC14L4",NA,NA
"SEC14L5","SEC14L5",NA,NA
"SEC14L6","SEC14L6",NA,NA
"SEC16A","SEC16A",NA,NA
"SEC16B","SEC16B",NA,NA
"SEC1P","SEC1P",NA,NA
"SEC22A","SEC22A",NA,NA
"SEC22B","SEC22B",NA,NA
"SEC22C","SEC22C",NA,NA
"SEC23A","SEC23A",NA,NA
"SEC23A-AS1","SEC23A-AS1",NA,NA
"SEC23B","SEC23B",NA,NA
"SEC23IP","SEC23IP",NA,NA
"SEC24A","SEC24A",NA,NA
"SEC24AP1","SEC24AP1",NA,NA
"SEC24B","SEC24B",NA,NA
"SEC24B-AS1","SEC24B-AS1",NA,NA
"SEC24C","SEC24C",NA,NA
"SEC24D","SEC24D",NA,NA
"SEC31A","SEC31A",NA,NA
"SEC31B","SEC31B",NA,NA
"SEC61A1","SEC61A1",NA,NA
"SEC61A2","SEC61A2",NA,NA
"SEC61B","SEC61B",NA,NA
"SEC61G","SEC61G",NA,NA
"SEC62","SEC62",NA,NA
"SEC63","SEC63",NA,NA
"SEC63P1","SEC63P1",NA,NA
"SEC63P2","SEC63P2",NA,NA
"SECISBP2","SECISBP2",NA,NA
"SECISBP2L","SECISBP2L",NA,NA
"SECTM1","SECTM1",NA,NA
"SEH1L","SEH1L",NA,NA
"SEL1L","SEL1L",NA,NA
"SEL1L2","SEL1L2",NA,NA
"SEL1L3","SEL1L3",NA,NA
"SELE","SELE",NA,NA
"SELENBP1","SELENBP1",NA,NA
"SELENOF","SELENOF",NA,NA
"SELENOH","SELENOH",NA,NA
"SELENOI","SELENOI",NA,NA
"SELENOK","SELENOK",NA,NA
"SELENOM","SELENOM",NA,NA
"SELENON","SELENON",NA,NA
"SELENOO","SELENOO",NA,NA
"SELENOP","SELENOP",NA,NA
"SELENOS","SELENOS",NA,NA
"SELENOT","SELENOT",NA,NA
"SELENOTP2","SELENOTP2",NA,NA
"SELENOV","SELENOV",NA,NA
"SELENOW","SELENOW",NA,NA
"SELL","SELL",NA,NA
"SELP","SELP",NA,NA
"SELPLG","SELPLG",NA,NA
"SEM1","SEM1",NA,NA
"SEMA3A","SEMA3A",NA,NA
"SEMA3B","SEMA3B",NA,NA
"SEMA3B-AS1","SEMA3B-AS1",NA,NA
"SEMA3C","SEMA3C",NA,NA
"SEMA3D","SEMA3D",NA,NA
"SEMA3E","SEMA3E",NA,NA
"SEMA3F","SEMA3F",NA,NA
"SEMA3F-AS1","SEMA3F-AS1",NA,NA
"SEMA3G","SEMA3G",NA,NA
"SEMA4A","SEMA4A",NA,NA
"SEMA4B","SEMA4B",NA,NA
"SEMA4C","SEMA4C",NA,NA
"SEMA4D","SEMA4D",NA,NA
"SEMA4F","SEMA4F",NA,NA
"SEMA4G","SEMA4G",NA,NA
"SEMA5A","SEMA5A",NA,NA
"SEMA5A-AS1","SEMA5A-AS1",NA,NA
"SEMA5B","SEMA5B",NA,NA
"SEMA6A","SEMA6A",NA,NA
"SEMA6A-AS1","SEMA6A-AS1",NA,NA
"SEMA6A-AS2","SEMA6A-AS2",NA,NA
"SEMA6B","SEMA6B",-0.784440203090115,0.0872311014638389
"SEMA6C","SEMA6C",NA,NA
"SEMA6D","SEMA6D",NA,NA
"SEMA7A","SEMA7A",NA,NA
"SEMG1","SEMG1",NA,NA
"SEMG2","SEMG2",NA,NA
"SENCR","SENCR",NA,NA
"SENP1","SENP1",NA,NA
"SENP2","SENP2",NA,NA
"SENP3","SENP3",NA,NA
"SENP5","SENP5",NA,NA
"SENP6","SENP6",NA,NA
"SENP7","SENP7",NA,NA
"SENP8","SENP8",NA,NA
"SEPHS1","SEPHS1",NA,NA
"SEPHS1P2","SEPHS1P2",NA,NA
"SEPHS1P6","SEPHS1P6",NA,NA
"SEPHS2","SEPHS2",NA,NA
"SEPSECS","SEPSECS",NA,NA
"SEPTIN1","SEPTIN1",NA,NA
"SEPTIN10","SEPTIN10",NA,NA
"SEPTIN11","SEPTIN11",NA,NA
"SEPTIN12","SEPTIN12",NA,NA
"SEPTIN14","SEPTIN14",NA,NA
"SEPTIN2","SEPTIN2",NA,NA
"SEPTIN2P1","SEPTIN2P1",NA,NA
"SEPTIN3","SEPTIN3",NA,NA
"SEPTIN4","SEPTIN4",NA,NA
"SEPTIN4-AS1","SEPTIN4-AS1",NA,NA
"SEPTIN5","SEPTIN5",NA,NA
"SEPTIN6","SEPTIN6",NA,NA
"SEPTIN7","SEPTIN7",NA,NA
"SEPTIN7P1","SEPTIN7P1",NA,NA
"SEPTIN7P10","SEPTIN7P10",NA,NA
"SEPTIN7P11","SEPTIN7P11",NA,NA
"SEPTIN7P12","SEPTIN7P12",NA,NA
"SEPTIN7P14","SEPTIN7P14",NA,NA
"SEPTIN7P15","SEPTIN7P15",NA,NA
"SEPTIN7P2","SEPTIN7P2",NA,NA
"SEPTIN7P3","SEPTIN7P3",NA,NA
"SEPTIN7P4","SEPTIN7P4",NA,NA
"SEPTIN7P5","SEPTIN7P5",NA,NA
"SEPTIN7P6","SEPTIN7P6",NA,NA
"SEPTIN7P7","SEPTIN7P7",NA,NA
"SEPTIN7P8","SEPTIN7P8",NA,NA
"SEPTIN8","SEPTIN8",NA,NA
"SEPTIN9","SEPTIN9",NA,NA
"SEPTIN9-DT","SEPTIN9-DT",NA,NA
"SERAC1","SERAC1",NA,NA
"SERBP1","SERBP1",NA,NA
"SERBP1P2","SERBP1P2",NA,NA
"SERBP1P4","SERBP1P4",NA,NA
"SERF1A","SERF1A",NA,NA
"SERF1AP1","SERF1AP1",NA,NA
"SERF2","SERF2",NA,NA
"SERGEF","SERGEF",NA,NA
"SERHL","SERHL",NA,NA
"SERHL2","SERHL2",NA,NA
"SERINC1","SERINC1",NA,NA
"SERINC2","SERINC2",NA,NA
"SERINC3","SERINC3",NA,NA
"SERINC4","SERINC4",NA,NA
"SERINC5","SERINC5",NA,NA
"SERP1","SERP1",NA,NA
"SERP2","SERP2",NA,NA
"SERPINA1","SERPINA1",NA,NA
"SERPINA10","SERPINA10",NA,NA
"SERPINA11","SERPINA11",NA,NA
"SERPINA12","SERPINA12",NA,NA
"SERPINA13P","SERPINA13P",NA,NA
"SERPINA2","SERPINA2",NA,NA
"SERPINA3","SERPINA3",NA,NA
"SERPINA4","SERPINA4",NA,NA
"SERPINA5","SERPINA5",NA,NA
"SERPINA6","SERPINA6",NA,NA
"SERPINA7","SERPINA7",NA,NA
"SERPINA7P1","SERPINA7P1",NA,NA
"SERPINA9","SERPINA9",NA,NA
"SERPINB1","SERPINB1",NA,NA
"SERPINB10","SERPINB10",NA,NA
"SERPINB11","SERPINB11",NA,NA
"SERPINB12","SERPINB12",NA,NA
"SERPINB13","SERPINB13",NA,NA
"SERPINB2","SERPINB2",NA,NA
