"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"IL16",1.10685732414828e-58,0.296740388833009,0.645,0.529,2.37609061774912e-54,"CD4 T","IL16"
"ATP1A1",8.617390901786e-58,0.302656666741565,0.565,0.451,1.8498953048864e-53,"CD4 T","ATP1A1"
"CCND2",9.1493163205423e-58,0.290224305826793,0.375,0.246,1.96408373453082e-53,"CD4 T","CCND2"
"MZT2A",3.31381834353645e-57,0.307859059444847,0.445,0.321,7.1137738380697e-53,"CD4 T","MZT2A"
"LY9",1.97326907905005e-56,0.272460678336209,0.399,0.265,4.23601673199674e-52,"CD4 T","LY9"
"TNIK",2.18965687587434e-56,0.268965664447575,0.289,0.17,4.70053641543944e-52,"CD4 T","TNIK"
"NELL2",2.51470699124189e-56,0.259006897544699,0.305,0.178,5.39832149809896e-52,"CD4 T","NELL2"
"BCL2",4.44907543423397e-56,0.341709608327808,0.361,0.24,9.55083023467007e-52,"CD4 T","BCL2"
"ITGB7",1.47250795276907e-55,0.266535022717839,0.513,0.378,3.16103282220936e-51,"CD4 T","ITGB7"
"RORA",1.50760119407235e-55,0.271413304377156,0.38,0.244,3.23636748331512e-51,"CD4 T","RORA"
"SIT1",6.31784590725152e-55,0.265267787670976,0.401,0.267,1.35625198090968e-50,"CD4 T","SIT1"
"AC119396.1",1.60092971139335e-54,0.309135299340348,0.352,0.236,3.43671581144811e-50,"CD4 T","AC119396.1"
"UXT",3.64888840364961e-54,0.262663405550508,0.804,0.732,7.83306873611462e-50,"CD4 T","UXT"
"RASA3",2.59759904695165e-53,0.288950141183814,0.435,0.312,5.5762658740911e-49,"CD4 T","RASA3"
"PRMT2",3.57789140850853e-53,0.253170500411063,0.696,0.576,7.68065948664527e-49,"CD4 T","PRMT2"
"CLEC2D",1.54461519705723e-52,0.270278293918488,0.47,0.335,3.31582544352277e-48,"CD4 T","CLEC2D"
"CFAP36",4.23139178409621e-51,0.278334704407797,0.256,0.152,9.08352874291934e-47,"CD4 T","CFAP36"
"NMRK1",7.85510211587542e-51,0.265354804127771,0.315,0.202,1.68625477121498e-46,"CD4 T","NMRK1"
"CCDC18-AS1",2.9575105373557e-48,0.288395661801589,0.432,0.322,6.34888787054148e-44,"CD4 T","CCDC18-AS1"
"LTBP3",1.294237103274e-46,0.260407317528969,0.274,0.173,2.7783387895983e-42,"CD4 T","LTBP3"
"CHMP7",7.26234956309911e-46,0.291270448183463,0.327,0.225,1.55900858071049e-41,"CD4 T","CHMP7"
"ARMH1",8.75256897952656e-46,0.289150336615082,0.376,0.263,1.87891398283497e-41,"CD4 T","ARMH1"
"ABRACL",8.83024618625349e-46,0.250561187663842,0.651,0.546,1.89558894880304e-41,"CD4 T","ABRACL"
"UBQLN2",1.77687754021779e-44,0.27883598833155,0.368,0.268,3.81442301558554e-40,"CD4 T","UBQLN2"
"NDUFA12",2.02358546991597e-44,0.257012113199808,0.585,0.493,4.34403092826862e-40,"CD4 T","NDUFA12"
"CHURC1",3.93910767996862e-44,0.256384229693754,0.667,0.587,8.45608245658865e-40,"CD4 T","CHURC1"
"IKZF1",1.02156827778767e-43,0.260881511885645,0.715,0.628,2.19300062192679e-39,"CD4 T","IKZF1"
"GIMAP2",1.375330163616e-43,0.274141133421357,0.34,0.236,2.95242126223446e-39,"CD4 T","GIMAP2"
"CYTIP",1.38140121570808e-43,0.260552729147663,0.684,0.594,2.96545398976054e-39,"CD4 T","CYTIP"
"TAGAP",1.44661999213999e-43,0.270596475318591,0.604,0.512,3.10545913712692e-39,"CD4 T","TAGAP"
"FBL",4.79749392183599e-43,0.265241824018426,0.624,0.539,1.02987802020053e-38,"CD4 T","FBL"
"AL138963.4",1.47402621982195e-41,0.338032044477467,0.681,0.605,3.16429208609177e-37,"CD4 T","AL138963.4"
"SNHG32",1.70099666427093e-41,0.283596028735033,0.412,0.318,3.6515295391904e-37,"CD4 T","SNHG32"
"ZC3HAV1",4.7287308034297e-41,0.263065676607794,0.529,0.437,1.01511664157225e-36,"CD4 T","ZC3HAV1"
"GCC2",1.22174127504118e-39,0.251634063015163,0.545,0.443,2.62271199513089e-35,"CD4 T","GCC2"
"DDIT4",3.84313429511766e-39,0.268345581401037,0.494,0.385,8.25005639132907e-35,"CD4 T","DDIT4"
"SNHG1",3.25660029844633e-38,0.274214800437613,0.491,0.401,6.99094386067474e-34,"CD4 T","SNHG1"
"RAPGEF6",7.52562785323686e-36,0.2571636445674,0.333,0.242,1.61552653125436e-31,"CD4 T","RAPGEF6"
"TBCC",3.13089451044368e-35,0.268260034076142,0.316,0.226,6.72109124556945e-31,"CD4 T","TBCC"
"SOCS3",1.46998142730713e-33,0.250338441358775,0.428,0.331,3.15560913000023e-29,"CD4 T","SOCS3"
"TRADD",3.95434344826996e-31,0.272853504057819,0.396,0.317,8.48878908040111e-27,"CD4 T","TRADD"
"SESN3",1.18443019836648e-26,0.257842158027712,0.265,0.196,2.54261630683333e-22,"CD4 T","SESN3"
"USP10",2.02759711897995e-21,0.255810950050407,0.331,0.272,4.35264273531427e-17,"CD4 T","USP10"
"S100A9",0,6.1551727763832,0.989,0.064,0,"CD14+ Mono","S100A9"
"S100A8",0,5.94923974729958,0.969,0.034,0,"CD14+ Mono","S100A8"
"LYZ",0,4.98652052098772,0.987,0.055,0,"CD14+ Mono","LYZ"
"FCN1",0,3.81654177595295,0.978,0.041,0,"CD14+ Mono","FCN1"
"TYROBP",0,3.80426245968255,0.986,0.077,0,"CD14+ Mono","TYROBP"
"VCAN",0,3.65469667927604,0.929,0.025,0,"CD14+ Mono","VCAN"
"IFI30",0,3.45825785944153,0.979,0.113,0,"CD14+ Mono","IFI30"
"CST3",0,3.4300868650452,0.984,0.07,0,"CD14+ Mono","CST3"
"CEBPD",0,3.32541572857015,0.963,0.085,0,"CD14+ Mono","CEBPD"
"CTSS",0,3.0993970210913,0.981,0.385,0,"CD14+ Mono","CTSS"
"S100A12",0,2.98070911664315,0.771,0.009,0,"CD14+ Mono","S100A12"
"MNDA",0,2.95928099523865,0.92,0.053,0,"CD14+ Mono","MNDA"
"CSF3R",0,2.92770665320329,0.905,0.033,0,"CD14+ Mono","CSF3R"
"AIF1",0,2.91617445792782,0.971,0.191,0,"CD14+ Mono","AIF1"
"TNFAIP2",0,2.88432885978254,0.919,0.039,0,"CD14+ Mono","TNFAIP2"
"FTL",0,2.87591805922952,0.994,0.983,0,"CD14+ Mono","FTL"
"PSAP",0,2.83303779119829,0.986,0.592,0,"CD14+ Mono","PSAP"
"TMEM176B",0,2.81178486446223,0.905,0.03,0,"CD14+ Mono","TMEM176B"
"TYMP",0,2.79272832402177,0.959,0.149,0,"CD14+ Mono","TYMP"
"CD14",0,2.75853431827148,0.859,0.016,0,"CD14+ Mono","CD14"
"NEAT1",0,2.75174906460901,0.988,0.56,0,"CD14+ Mono","NEAT1"
"SERPINA1",0,2.75087424114862,0.924,0.035,0,"CD14+ Mono","SERPINA1"
"SPI1",0,2.69791496946783,0.949,0.093,0,"CD14+ Mono","SPI1"
"SAT1",0,2.63415212733622,0.985,0.65,0,"CD14+ Mono","SAT1"
"MS4A6A",0,2.62838369426991,0.857,0.021,0,"CD14+ Mono","MS4A6A"
"FCER1G",0,2.5485230809601,0.939,0.089,0,"CD14+ Mono","FCER1G"
"LGALS1",0,2.50513738669992,0.959,0.282,0,"CD14+ Mono","LGALS1"
"LST1",0,2.49682499891937,0.949,0.123,0,"CD14+ Mono","LST1"
"RGS2",0,2.49199529881743,0.873,0.147,0,"CD14+ Mono","RGS2"
"PLAUR",0,2.45747401315355,0.754,0.052,0,"CD14+ Mono","PLAUR"
"AC020916.1",0,2.43096774093277,0.825,0.177,0,"CD14+ Mono","AC020916.1"
"GSTP1",0,2.40237619460163,0.964,0.507,0,"CD14+ Mono","GSTP1"
"TMEM176A",0,2.38320533475997,0.823,0.027,0,"CD14+ Mono","TMEM176A"
"SLC11A1",0,2.36928718388719,0.83,0.043,0,"CD14+ Mono","SLC11A1"
"GRN",0,2.36667814996404,0.907,0.182,0,"CD14+ Mono","GRN"
"S100A6",0,2.32724802776296,0.989,0.912,0,"CD14+ Mono","S100A6"
"CD68",0,2.31582797150827,0.862,0.06,0,"CD14+ Mono","CD68"
"FTH1",0,2.31234672302674,0.999,0.996,0,"CD14+ Mono","FTH1"
"ATP2B1-AS1",0,2.31089470692978,0.836,0.301,0,"CD14+ Mono","ATP2B1-AS1"
"NCF2",0,2.27249425376969,0.838,0.066,0,"CD14+ Mono","NCF2"
"KLF4",0,2.22134753183628,0.778,0.061,0,"CD14+ Mono","KLF4"
"CSTA",0,2.19148197253408,0.794,0.027,0,"CD14+ Mono","CSTA"
"IL1B",0,2.17269287481916,0.529,0.024,0,"CD14+ Mono","IL1B"
"CYBB",0,2.16261057898659,0.827,0.087,0,"CD14+ Mono","CYBB"
"CFD",0,2.16004458688153,0.826,0.045,0,"CD14+ Mono","CFD"
"APLP2",0,2.15979013074455,0.846,0.152,0,"CD14+ Mono","APLP2"
"NCF1",0,2.11303895152562,0.889,0.341,0,"CD14+ Mono","NCF1"
"FCGRT",0,2.08975017782668,0.882,0.21,0,"CD14+ Mono","FCGRT"
"TKT",0,2.06797744454241,0.932,0.459,0,"CD14+ Mono","TKT"
"TSPO",0,2.06247746140798,0.961,0.628,0,"CD14+ Mono","TSPO"
"CTSD",0,2.05711477015629,0.923,0.443,0,"CD14+ Mono","CTSD"
"FGR",0,2.05355660402108,0.854,0.091,0,"CD14+ Mono","FGR"
"S100A11",0,2.05232123857043,0.971,0.592,0,"CD14+ Mono","S100A11"
"NAIP",0,2.05059206044715,0.762,0.07,0,"CD14+ Mono","NAIP"
"BLVRB",0,2.04493885584751,0.811,0.105,0,"CD14+ Mono","BLVRB"
"BRI3",0,2.02178191748936,0.921,0.384,0,"CD14+ Mono","BRI3"
"CXCL8",0,1.99317472163454,0.415,0.007,0,"CD14+ Mono","CXCL8"
"LRP1",0,1.9862465475941,0.745,0.035,0,"CD14+ Mono","LRP1"
"FGL2",0,1.98023879587534,0.771,0.05,0,"CD14+ Mono","FGL2"
"RNF130",0,1.94048007481093,0.834,0.149,0,"CD14+ Mono","RNF130"
"CLEC7A",0,1.93922665587003,0.745,0.033,0,"CD14+ Mono","CLEC7A"
"CFP",0,1.92020500824466,0.807,0.105,0,"CD14+ Mono","CFP"
"PYCARD",0,1.91026900038407,0.883,0.289,0,"CD14+ Mono","PYCARD"
"NAMPT",0,1.90995815218986,0.74,0.134,0,"CD14+ Mono","NAMPT"
"LILRB2",0,1.90944903710264,0.763,0.043,0,"CD14+ Mono","LILRB2"
"COTL1",0,1.89300125141307,0.975,0.718,0,"CD14+ Mono","COTL1"
"STXBP2",0,1.87962240441801,0.876,0.353,0,"CD14+ Mono","STXBP2"
"GABARAP",0,1.85827288227441,0.973,0.847,0,"CD14+ Mono","GABARAP"
"CD302",0,1.85396752253099,0.73,0.039,0,"CD14+ Mono","CD302"
"FPR1",0,1.85364369610567,0.675,0.017,0,"CD14+ Mono","FPR1"
"LGALS2",0,1.84619391392567,0.575,0.016,0,"CD14+ Mono","LGALS2"
"C5AR1",0,1.84584659733302,0.654,0.023,0,"CD14+ Mono","C5AR1"
"FOSB",0,1.83189138604319,0.864,0.698,0,"CD14+ Mono","FOSB"
"JAML",0,1.81842593384785,0.824,0.199,0,"CD14+ Mono","JAML"
"HLA-DRB1",0,1.81569246379949,0.927,0.216,0,"CD14+ Mono","HLA-DRB1"
"TALDO1",0,1.79752654249095,0.891,0.425,0,"CD14+ Mono","TALDO1"
"MYO1F",0,1.78598518820028,0.877,0.257,0,"CD14+ Mono","MYO1F"
"CD36",0,1.78194890494598,0.64,0.022,0,"CD14+ Mono","CD36"
"LGALS3",0,1.76593513451725,0.794,0.159,0,"CD14+ Mono","LGALS3"
"HCK",0,1.76147224135235,0.749,0.053,0,"CD14+ Mono","HCK"
"ZEB2",0,1.75820474985313,0.769,0.128,0,"CD14+ Mono","ZEB2"
"AP1S2",0,1.75690350767808,0.802,0.256,0,"CD14+ Mono","AP1S2"
"CPVL",0,1.7425193416173,0.676,0.032,0,"CD14+ Mono","CPVL"
"PTPRE",0,1.74247167555619,0.757,0.139,0,"CD14+ Mono","PTPRE"
"PRAM1",0,1.72334718980059,0.675,0.037,0,"CD14+ Mono","PRAM1"
"PLBD1",0,1.72232408910494,0.63,0.021,0,"CD14+ Mono","PLBD1"
"SRGN",0,1.71570690373686,0.954,0.635,0,"CD14+ Mono","SRGN"
"MPEG1",0,1.71538904796107,0.709,0.065,0,"CD14+ Mono","MPEG1"
"PGD",0,1.70030941954909,0.76,0.175,0,"CD14+ Mono","PGD"
"CTSZ",0,1.69153689936732,0.814,0.228,0,"CD14+ Mono","CTSZ"
"S100A4",0,1.68214464376908,0.978,0.793,0,"CD14+ Mono","S100A4"
"CDA",0,1.67819911046221,0.606,0.015,0,"CD14+ Mono","CDA"
"ATF3",0,1.66800779733831,0.502,0.042,0,"CD14+ Mono","ATF3"
"DMXL2",0,1.66624685013752,0.627,0.033,0,"CD14+ Mono","DMXL2"
"CTSH",0,1.66198368249146,0.791,0.171,0,"CD14+ Mono","CTSH"
"LTA4H",0,1.65699565682951,0.821,0.333,0,"CD14+ Mono","LTA4H"
"IGSF6",0,1.64288829972234,0.651,0.034,0,"CD14+ Mono","IGSF6"
"TGFBI",0,1.63909290032075,0.666,0.04,0,"CD14+ Mono","TGFBI"
"HK3",0,1.6371482653743,0.635,0.028,0,"CD14+ Mono","HK3"
"NFKBIA",0,1.60317516301192,0.87,0.617,0,"CD14+ Mono","NFKBIA"
"TNFSF13B",0,1.60169825480937,0.659,0.061,0,"CD14+ Mono","TNFSF13B"
"LILRA5",0,1.58542448242625,0.625,0.029,0,"CD14+ Mono","LILRA5"
"NR4A1",0,1.58074237374213,0.619,0.207,0,"CD14+ Mono","NR4A1"
"CTSB",0,1.57597744121283,0.81,0.304,0,"CD14+ Mono","CTSB"
"AGTRAP",0,1.55906669448915,0.735,0.173,0,"CD14+ Mono","AGTRAP"
"PILRA",0,1.5573029291876,0.668,0.034,0,"CD14+ Mono","PILRA"
"TIMP2",0,1.53700801834272,0.665,0.059,0,"CD14+ Mono","TIMP2"
"MAFB",0,1.52156601779764,0.529,0.031,0,"CD14+ Mono","MAFB"
"OAZ1",0,1.5150665112526,0.987,0.927,0,"CD14+ Mono","OAZ1"
"DUSP6",0,1.50919211168325,0.572,0.05,0,"CD14+ Mono","DUSP6"
"EMILIN2",0,1.49271915385187,0.65,0.072,0,"CD14+ Mono","EMILIN2"
"TBXAS1",0,1.48820458996061,0.641,0.067,0,"CD14+ Mono","TBXAS1"
"MCL1",0,1.48347600141403,0.924,0.656,0,"CD14+ Mono","MCL1"
"HLA-DRB5",0,1.48322387443593,0.827,0.18,0,"CD14+ Mono","HLA-DRB5"
"ALDH2",0,1.47408416246862,0.61,0.033,0,"CD14+ Mono","ALDH2"
"ASAH1",0,1.47389090164987,0.779,0.273,0,"CD14+ Mono","ASAH1"
"CEBPB",0,1.46296918629744,0.801,0.334,0,"CD14+ Mono","CEBPB"
"EFHD2",0,1.45751437029435,0.868,0.35,0,"CD14+ Mono","EFHD2"
"RAC1",0,1.45692521064583,0.898,0.542,0,"CD14+ Mono","RAC1"
"LILRB3",0,1.45508330449374,0.605,0.039,0,"CD14+ Mono","LILRB3"
"CLEC12A",0,1.4505725326502,0.577,0.031,0,"CD14+ Mono","CLEC12A"
"C19orf38",0,1.44985879085924,0.622,0.042,0,"CD14+ Mono","C19orf38"
"GLUL",0,1.44394507127936,0.655,0.154,0,"CD14+ Mono","GLUL"
"RAB31",0,1.43808314682701,0.628,0.052,0,"CD14+ Mono","RAB31"
"TNFRSF1B",0,1.4361589968106,0.811,0.306,0,"CD14+ Mono","TNFRSF1B"
"ANXA5",0,1.43558982051619,0.826,0.343,0,"CD14+ Mono","ANXA5"
"NUP214",0,1.43382512809074,0.701,0.175,0,"CD14+ Mono","NUP214"
"MARCKS",0,1.42932198114535,0.543,0.074,0,"CD14+ Mono","MARCKS"
"RBP7",0,1.42293406260074,0.484,0.009,0,"CD14+ Mono","RBP7"
"ZFAND5",0,1.42125471876826,0.796,0.354,0,"CD14+ Mono","ZFAND5"
"RASSF4",0,1.41902185322688,0.576,0.031,0,"CD14+ Mono","RASSF4"
"ITGAX",0,1.41836177345725,0.589,0.046,0,"CD14+ Mono","ITGAX"
"VSIR",0,1.40931437960551,0.906,0.551,0,"CD14+ Mono","VSIR"
"SOD2",0,1.40704419429532,0.717,0.306,0,"CD14+ Mono","SOD2"
"ZNF385A",0,1.4036581740991,0.587,0.037,0,"CD14+ Mono","ZNF385A"
"CAPG",0,1.39394345591315,0.708,0.209,0,"CD14+ Mono","CAPG"
"ANXA2",0,1.3818720013088,0.845,0.379,0,"CD14+ Mono","ANXA2"
"TNFSF13",0,1.38080386042026,0.58,0.041,0,"CD14+ Mono","TNFSF13"
"GAPDH",0,1.38018654069909,0.983,0.958,0,"CD14+ Mono","GAPDH"
"PLEK",0,1.37187192868891,0.76,0.191,0,"CD14+ Mono","PLEK"
"YBX3",0,1.37069278923676,0.656,0.139,0,"CD14+ Mono","YBX3"
"NPC2",0,1.36953424530983,0.794,0.354,0,"CD14+ Mono","NPC2"
"ASGR1",0,1.36760129349493,0.535,0.015,0,"CD14+ Mono","ASGR1"
"RXRA",0,1.3650118694717,0.596,0.05,0,"CD14+ Mono","RXRA"
"KCTD12",0,1.36406070991774,0.56,0.04,0,"CD14+ Mono","KCTD12"
"ATP6V0B",0,1.35851593884697,0.82,0.413,0,"CD14+ Mono","ATP6V0B"
"THBS1",0,1.3427984767574,0.358,0.012,0,"CD14+ Mono","THBS1"
"HMOX1",0,1.34065450311029,0.51,0.036,0,"CD14+ Mono","HMOX1"
"FCGR2A",0,1.33207365226245,0.544,0.028,0,"CD14+ Mono","FCGR2A"
"RHOB",0,1.32833310579772,0.65,0.22,0,"CD14+ Mono","RHOB"
"NAGK",0,1.31700735083836,0.7,0.212,0,"CD14+ Mono","NAGK"
"SLC7A7",0,1.31047534549688,0.559,0.032,0,"CD14+ Mono","SLC7A7"
"LYN",0,1.3052236542887,0.704,0.124,0,"CD14+ Mono","LYN"
"CYBA",0,1.30286124330827,0.986,0.908,0,"CD14+ Mono","CYBA"
"MEGF9",0,1.30212663470836,0.558,0.082,0,"CD14+ Mono","MEGF9"
"RAB32",0,1.29939605308709,0.559,0.033,0,"CD14+ Mono","RAB32"
"ARHGAP26",0,1.29396758444894,0.588,0.111,0,"CD14+ Mono","ARHGAP26"
"TCIRG1",0,1.29355861104549,0.794,0.346,0,"CD14+ Mono","TCIRG1"
"C4orf48",0,1.29059560443881,0.728,0.246,0,"CD14+ Mono","C4orf48"
"AHNAK",0,1.28772801424797,0.923,0.641,0,"CD14+ Mono","AHNAK"
"UBXN11",0,1.28770454276179,0.703,0.252,0,"CD14+ Mono","UBXN11"
"IER3",0,1.28313630545051,0.456,0.083,0,"CD14+ Mono","IER3"
"PLXDC2",0,1.28247708030551,0.508,0.027,0,"CD14+ Mono","PLXDC2"
"NLRP3",0,1.27619173382766,0.471,0.029,0,"CD14+ Mono","NLRP3"
"EHBP1L1",0,1.27612741393749,0.7,0.242,0,"CD14+ Mono","EHBP1L1"
"HLA-DRA",0,1.27593866847766,0.93,0.158,0,"CD14+ Mono","HLA-DRA"
"OGFRL1",0,1.2754152142743,0.572,0.098,0,"CD14+ Mono","OGFRL1"
"ITGAM",0,1.27189437068283,0.508,0.036,0,"CD14+ Mono","ITGAM"
"APOBEC3A",0,1.26428255826012,0.426,0.011,0,"CD14+ Mono","APOBEC3A"
"RAB11FIP1",0,1.2575721743899,0.564,0.126,0,"CD14+ Mono","RAB11FIP1"
"NBEAL2",0,1.256484082218,0.59,0.142,0,"CD14+ Mono","NBEAL2"
"METRNL",0,1.25489540424196,0.584,0.08,0,"CD14+ Mono","METRNL"
"TREM1",0,1.2522210076435,0.444,0.009,0,"CD14+ Mono","TREM1"
"ARRB2",0,1.25134198203477,0.866,0.524,0,"CD14+ Mono","ARRB2"
"AP2S1",0,1.25012634234919,0.806,0.375,0,"CD14+ Mono","AP2S1"
"ODF3B",0,1.24855677496125,0.516,0.058,0,"CD14+ Mono","ODF3B"
"ATP6V0C",0,1.2450319145045,0.912,0.662,0,"CD14+ Mono","ATP6V0C"
"LGALS9",0,1.24299566915871,0.629,0.156,0,"CD14+ Mono","LGALS9"
"C20orf27",0,1.24106007018032,0.674,0.209,0,"CD14+ Mono","C20orf27"
"ITGB2",0,1.23709715425785,0.952,0.763,0,"CD14+ Mono","ITGB2"
"RNASEK",0,1.2356926671216,0.961,0.833,0,"CD14+ Mono","RNASEK"
"ARAP1",0,1.23545938439054,0.603,0.134,0,"CD14+ Mono","ARAP1"
"SYK",0,1.23435512127763,0.627,0.101,0,"CD14+ Mono","SYK"
"PLXNB2",0,1.23305213478364,0.495,0.035,0,"CD14+ Mono","PLXNB2"
"CRTAP",0,1.22715953937932,0.674,0.255,0,"CD14+ Mono","CRTAP"
"SERPINB1",0,1.225303784962,0.806,0.442,0,"CD14+ Mono","SERPINB1"
"GRINA",0,1.22229923673058,0.688,0.249,0,"CD14+ Mono","GRINA"
"PECAM1",0,1.22103900244863,0.675,0.159,0,"CD14+ Mono","PECAM1"
"GNAI2",0,1.21940939287476,0.959,0.825,0,"CD14+ Mono","GNAI2"
"SMIM25",0,1.2158359943489,0.527,0.025,0,"CD14+ Mono","SMIM25"
"THEMIS2",0,1.21286765028296,0.66,0.188,0,"CD14+ Mono","THEMIS2"
"GCA",0,1.20528761346291,0.557,0.114,0,"CD14+ Mono","GCA"
"LYST",0,1.19291895177199,0.629,0.175,0,"CD14+ Mono","LYST"
"SDCBP",0,1.18934128906192,0.723,0.329,0,"CD14+ Mono","SDCBP"
"SULF2",0,1.18542008162055,0.53,0.044,0,"CD14+ Mono","SULF2"
"AOAH",0,1.18393806966992,0.612,0.122,0,"CD14+ Mono","AOAH"
"STAB1",0,1.17903100562775,0.453,0.009,0,"CD14+ Mono","STAB1"
"CCL3",0,1.17399822645077,0.269,0.021,0,"CD14+ Mono","CCL3"
"STX11",0,1.17370426870298,0.528,0.061,0,"CD14+ Mono","STX11"
"PLCB2",0,1.1735386556803,0.602,0.192,0,"CD14+ Mono","PLCB2"
"CD74",0,1.17305883369889,0.992,0.814,0,"CD14+ Mono","CD74"
"LRRK2",0,1.16647395769561,0.436,0.035,0,"CD14+ Mono","LRRK2"
"QKI",0,1.16363998569693,0.661,0.238,0,"CD14+ Mono","QKI"
"PER1",0,1.15808231280416,0.533,0.114,0,"CD14+ Mono","PER1"
"LILRA2",0,1.15710467913558,0.496,0.03,0,"CD14+ Mono","LILRA2"
"TRAPPC5",0,1.15671646240194,0.828,0.492,0,"CD14+ Mono","TRAPPC5"
"MYO9B",0,1.1561876885212,0.682,0.289,0,"CD14+ Mono","MYO9B"
"PLEC",0,1.15362693938857,0.602,0.218,0,"CD14+ Mono","PLEC"
"H2AFY",0,1.1522256948999,0.762,0.384,0,"CD14+ Mono","H2AFY"
"VIM",0,1.14517965217395,0.993,0.954,0,"CD14+ Mono","VIM"
"RRP12",0,1.14507906965757,0.453,0.092,0,"CD14+ Mono","RRP12"
"HLA-DMA",0,1.13859909696531,0.667,0.19,0,"CD14+ Mono","HLA-DMA"
"CD300E",0,1.13556290722748,0.449,0.021,0,"CD14+ Mono","CD300E"
"SIRPB1",0,1.13143549981429,0.485,0.038,0,"CD14+ Mono","SIRPB1"
"CCDC88A",0,1.12704872739046,0.496,0.068,0,"CD14+ Mono","CCDC88A"
"PRELID1",0,1.12688514273893,0.824,0.549,0,"CD14+ Mono","PRELID1"
"ARPC1B",0,1.12609850513784,0.966,0.851,0,"CD14+ Mono","ARPC1B"
"TIMP1",0,1.12415667731566,0.742,0.327,0,"CD14+ Mono","TIMP1"
"LAMTOR4",0,1.12255429832271,0.903,0.673,0,"CD14+ Mono","LAMTOR4"
"CNPY3",0,1.12229159431739,0.787,0.429,0,"CD14+ Mono","CNPY3"
"ZFP36",0,1.12050275993618,0.972,0.841,0,"CD14+ Mono","ZFP36"
"ATP6V0D1",0,1.11693009790735,0.67,0.261,0,"CD14+ Mono","ATP6V0D1"
"FES",0,1.11496600069899,0.48,0.041,0,"CD14+ Mono","FES"
"RETN",0,1.11433194455409,0.329,0.013,0,"CD14+ Mono","RETN"
"ADA2",0,1.11314931205681,0.651,0.244,0,"CD14+ Mono","ADA2"
"LY86",0,1.11239992680941,0.547,0.082,0,"CD14+ Mono","LY86"
"ATG16L2",0,1.11173594148082,0.606,0.208,0,"CD14+ Mono","ATG16L2"
"H3F3A",0,1.1098082614238,0.981,0.962,0,"CD14+ Mono","H3F3A"
"FOS",0,1.1072573721664,0.999,0.871,0,"CD14+ Mono","FOS"
"KLF10",0,1.10686479090838,0.518,0.117,0,"CD14+ Mono","KLF10"
"ZNF467",0,1.10680845527176,0.479,0.051,0,"CD14+ Mono","ZNF467"
"PAK1",0,1.10133036566057,0.524,0.082,0,"CD14+ Mono","PAK1"
"AC020656.1",0,1.09561271861929,0.405,0.012,0,"CD14+ Mono","AC020656.1"
"SLC43A2",0,1.09170524837602,0.448,0.046,0,"CD14+ Mono","SLC43A2"
"CPPED1",0,1.0896511576551,0.503,0.058,0,"CD14+ Mono","CPPED1"
"ARHGEF40",0,1.08922917551937,0.393,0.028,0,"CD14+ Mono","ARHGEF40"
"SH3BP2",0,1.08527618960337,0.554,0.117,0,"CD14+ Mono","SH3BP2"
"PLEKHO1",0,1.08328858244572,0.697,0.284,0,"CD14+ Mono","PLEKHO1"
"IRAK3",0,1.08177745188966,0.448,0.025,0,"CD14+ Mono","IRAK3"
"CAST",0,1.07570893626764,0.836,0.528,0,"CD14+ Mono","CAST"
"CSF1R",0,1.07482409597789,0.477,0.033,0,"CD14+ Mono","CSF1R"
"IFNGR2",0,1.07386906209284,0.604,0.198,0,"CD14+ Mono","IFNGR2"
"GAS7",0,1.07173877903812,0.426,0.021,0,"CD14+ Mono","GAS7"
"LINC00937",0,1.06374466645589,0.369,0.006,0,"CD14+ Mono","LINC00937"
"PADI4",0,1.06323251517755,0.365,0.027,0,"CD14+ Mono","PADI4"
"CCDC88B",0,1.06299612610565,0.536,0.165,0,"CD14+ Mono","CCDC88B"
"LRRC25",0,1.06276588729803,0.483,0.036,0,"CD14+ Mono","LRRC25"
"MS4A7",0,1.06273746016872,0.469,0.036,0,"CD14+ Mono","MS4A7"
"CD93",0,1.05946058539191,0.428,0.014,0,"CD14+ Mono","CD93"
"PTAFR",0,1.05582722401654,0.419,0.015,0,"CD14+ Mono","PTAFR"
"TLR2",0,1.05405612319992,0.408,0.02,0,"CD14+ Mono","TLR2"
"HLA-DMB",0,1.05206048997605,0.572,0.119,0,"CD14+ Mono","HLA-DMB"
"NINJ1",0,1.04946916954206,0.582,0.162,0,"CD14+ Mono","NINJ1"
"CD83",0,1.04713166574398,0.454,0.105,0,"CD14+ Mono","CD83"
"RILPL2",0,1.04363984728629,0.654,0.266,0,"CD14+ Mono","RILPL2"
"COMT",0,1.04163231115289,0.636,0.234,0,"CD14+ Mono","COMT"
"CD33",0,1.04157216643317,0.436,0.024,0,"CD14+ Mono","CD33"
"NFE2",0,1.04134168149129,0.397,0.016,0,"CD14+ Mono","NFE2"
"PRKCD",0,1.03999565434515,0.526,0.112,0,"CD14+ Mono","PRKCD"
"CLEC4A",0,1.03676995504375,0.438,0.027,0,"CD14+ Mono","CLEC4A"
"EIF4EBP1",0,1.0363164913509,0.488,0.087,0,"CD14+ Mono","EIF4EBP1"
"LMO2",0,1.03542240797376,0.477,0.037,0,"CD14+ Mono","LMO2"
"FLNA",0,1.03466256738914,0.894,0.614,0,"CD14+ Mono","FLNA"
